Variables,Adjusted R²,AIC
"aquaculture_area_norm, energy_area_norm, road_length_norm, entropy_production, entropy_landuse",0.0290695281859491,1060.094060646703
"farming_area_norm, aquaculture_area_norm, entropy_production, entropy_landuse",0.02905934672652788,1059.1128785843457
"farming_area_norm, aquaculture_area_norm, transportation_area_norm, public_services_norm, built_area_norm",0.029055958976322294,1060.099301411311
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, built_area_norm, entropy_production",0.029049529332747404,1063.0405431835393
"aquaculture_area_norm, pasture_area_norm, entropy_production, entropy_landuse",0.02903970699031677,1059.1204638333188
"farming_area_norm, pasture_area_norm, energy_area_norm, entropy_landuse",0.029018411685478362,1059.1286883217977
"aquaculture_area_norm, transportation_area_norm, public_services_norm, road_length_norm, built_area_norm",0.029010762131566725,1060.11675702317
"aquaculture_area_norm, pasture_area_norm, energy_area_norm, entropy_landuse",0.028960510939474493,1059.1510493352912
"farming_area_norm, pasture_area_norm, entropy_production, entropy_landuse",0.028939550735024744,1059.1591437453817
"aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, public_services_norm, road_length_norm, built_area_norm, entropy_production",0.0289197565192999,1063.0906606247936
"transportation_area_norm, public_services_norm, built_area_norm",0.028882752685394975,1058.1932234969474
"farming_area_norm, energy_area_norm, road_length_norm, entropy_production, entropy_landuse",0.028865767940247422,1060.1727501901214
"pasture_area_norm, energy_area_norm, road_length_norm, entropy_production, entropy_landuse",0.028860834073057395,1060.174655380398
"aquaculture_area_norm, energy_area_norm, transportation_area_norm, built_area_norm",0.02884711756820435,1059.1948374943827
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, built_area_norm",0.028797804004986438,1061.1813535997803
"aquaculture_area_norm, pasture_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm, built_area_norm",0.02879723121324773,1062.161165972827
"aquaculture_area_norm, pasture_area_norm, transportation_area_norm, public_services_norm, road_length_norm, built_area_norm",0.02875463118962185,1061.1980230904348
"transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm, built_area_norm",0.028730075767874008,1060.2251435754608
"energy_area_norm, transportation_area_norm, retail_count_norm, built_area_norm",0.028718118100207746,1059.24464591159
"aquaculture_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm, built_area_norm",0.028689092748355627,1061.2233267748502
"pasture_area_norm, transportation_area_norm, public_services_norm, built_area_norm, entropy_production",0.028673840237922743,1060.2468550613548
"energy_area_norm, road_length_norm, built_area_norm, entropy_production",0.028654524535568382,1059.269197801748
"farming_area_norm, pasture_area_norm, road_length_norm, built_area_norm, entropy_production",0.0286325313390432,1060.2628028534878
"farming_area_norm, aquaculture_area_norm, energy_area_norm, transportation_area_norm, public_services_norm, road_length_norm, built_area_norm",0.028626039580395446,1062.2272605177893
"farming_area_norm, aquaculture_area_norm, energy_area_norm, entropy_production, entropy_landuse",0.028621244376182076,1060.2671602018845
"farming_area_norm, aquaculture_area_norm, road_length_norm, built_area_norm, entropy_production",0.02861121763792296,1060.2710309962786
"aquaculture_area_norm, pasture_area_norm, energy_area_norm, entropy_production, entropy_landuse",0.028604330456265425,1060.2736897504383
"farming_area_norm, aquaculture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm, built_area_norm",0.028600319117990658,1063.213996804559
"retail_count_norm, public_services_norm, road_length_norm, built_area_norm, entropy_production",0.02857881001519791,1060.283541595561
"pasture_area_norm, retail_count_norm, road_length_norm, built_area_norm, entropy_production",0.028578141029519943,1060.283799845582
"farming_area_norm, energy_area_norm, built_area_norm, entropy_production",0.028566561065571983,1059.3031556556518
"farming_area_norm, energy_area_norm, retail_count_norm, built_area_norm, entropy_production",0.02856511908991366,1060.2888266983111
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm, built_area_norm",0.028537728165967446,1064.2121662610639
"farming_area_norm, pasture_area_norm, energy_area_norm, entropy_production, entropy_landuse",0.02850799330549636,1060.310878139669
"built_area_norm, entropy_production",0.028480639619850923,1057.3578904659475
"aquaculture_area_norm, energy_area_norm, retail_count_norm, road_length_norm, built_area_norm, entropy_production",0.028444207326543625,1061.3178592856698
"aquaculture_area_norm, road_length_norm, entropy_landuse",0.028379212081034777,1058.3876169019657
"aquaculture_area_norm, energy_area_norm, transportation_area_norm, public_services_norm, built_area_norm, entropy_production",0.028328852604202703,1061.3623811271868
"pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, built_area_norm",0.028324888370931167,1060.3815507545132
"pasture_area_norm, energy_area_norm, transportation_area_norm, public_services_norm, road_length_norm, built_area_norm",0.028272158615252452,1061.3842605724117
"farming_area_norm, road_length_norm, entropy_landuse",0.028263930692901784,1058.4321074652298
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, built_area_norm",0.028239916859486125,1062.3762940059594
"pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm, built_area_norm",0.028238463171231576,1062.3768549805222
"aquaculture_area_norm, pasture_area_norm, transportation_area_norm, retail_count_norm, built_area_norm",0.028236587847030092,1060.4156271568077
"pasture_area_norm, transportation_area_norm, public_services_norm, built_area_norm",0.02821042950932795,1059.4406070283858
"farming_area_norm, energy_area_norm, public_services_norm, road_length_norm, built_area_norm, entropy_production",0.02820655673271677,1061.4095761747199
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, public_services_norm, road_length_norm, built_area_norm",0.028201380842291623,1063.3679716773095
"farming_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, built_area_norm",0.028198671579330092,1062.392210127744
"aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, built_area_norm, entropy_production",0.028187755494509803,1061.416831210422
"farming_area_norm, pasture_area_norm, retail_count_norm, public_services_norm, road_length_norm, built_area_norm, entropy_production",0.028138002991990207,1062.4156202728673
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, retail_count_norm, road_length_norm, built_area_norm, entropy_production",0.02813654177910141,1062.416184092034
"pasture_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, built_area_norm, entropy_production",0.028084752889424913,1061.4565754411433
"farming_area_norm, aquaculture_area_norm, retail_count_norm, public_services_norm, road_length_norm, built_area_norm, entropy_production",0.028083529728951673,1062.4366385874423
"aquaculture_area_norm, road_length_norm, built_area_norm, entropy_production",0.0280404232555983,1059.506204325652
"farming_area_norm, aquaculture_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, built_area_norm",0.02802533934670426,1061.479498630814
"retail_count_norm, built_area_norm, entropy_production",0.027934374976302134,1058.5592638467365
"aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, built_area_norm",0.02792275010883727,1060.536716457122
"energy_area_norm, transportation_area_norm, public_services_norm, road_length_norm, built_area_norm",0.027869548941344968,1060.5572394061928
"aquaculture_area_norm, energy_area_norm, road_length_norm, entropy_landuse",0.027840073675275856,1059.5834949374362
"aquaculture_area_norm, transportation_area_norm, public_services_norm, built_area_norm",0.027829447616653513,1059.587593800286
"aquaculture_area_norm, energy_area_norm, transportation_area_norm, public_services_norm, road_length_norm, built_area_norm",0.027816581867839862,1061.5600312333108
"aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm, built_area_norm",0.02780343092594828,1063.5215021197887
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, public_services_norm, built_area_norm, entropy_production",0.02776633090109437,1063.5358122339278
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, transportation_area_norm, public_services_norm, built_area_norm",0.027761108372414856,1061.5814283965565
"farming_area_norm, energy_area_norm, road_length_norm, entropy_landuse",0.027737353776152274,1059.623115915665
"aquaculture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, built_area_norm",0.02773491181203558,1060.609172176612
"aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, public_services_norm, road_length_norm, built_area_norm",0.0277332541374109,1062.571763041927
"farming_area_norm, aquaculture_area_norm, energy_area_norm, transportation_area_norm, public_services_norm, built_area_norm",0.027704548217055147,1061.6032434478952
"aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, built_area_norm, entropy_production",0.027685090725304562,1062.5903390472035
"aquaculture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, built_area_norm, entropy_production",0.02766355921372221,1062.598643175184
"public_services_norm, road_length_norm, built_area_norm, entropy_production",0.027637942009524852,1059.6614568998527
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, built_area_norm, entropy_production",0.027605353855216674,1064.5719050773432
"transportation_area_norm, retail_count_norm, public_services_norm, built_area_norm",0.027582234190879573,1059.682940495828
"farming_area_norm, aquaculture_area_norm, entropy_landuse",0.027510996210765137,1058.7225578341954
"farming_area_norm, pasture_area_norm, energy_area_norm, road_length_norm, built_area_norm, entropy_production",0.027507633855880065,1061.6791827200486
"farming_area_norm, aquaculture_area_norm, energy_area_norm, road_length_norm, built_area_norm, entropy_production",0.027505123964599476,1061.680150550798
"aquaculture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm, built_area_norm",0.02750504678838417,1062.6597715175344
"farming_area_norm, public_services_norm, built_area_norm, entropy_production",0.02748959164011111,1059.7186651637367
"energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm, built_area_norm",0.02741772146186139,1061.713851978499
"pasture_area_norm, energy_area_norm, retail_count_norm, road_length_norm, built_area_norm, entropy_production",0.02741260782835553,1061.7158236446148
